iter	RMSE
709	3.691167865
710	3.691066845
711	3.690833675
712	3.690437944
713	3.690162651
714	3.690022685
715	3.689425923
716	3.689064349
717	3.688803728
718	3.688424174
719	3.688147974
720	3.687753448
721	3.687456517
722	3.687267378
723	3.686900961
724	3.686560235
725	3.68614575
726	3.68592565
727	3.68547277
728	3.685311684
729	3.685008146
730	3.684514518
731	3.68420058
732	3.684028767
733	3.683764901
734	3.683527623
735	3.683126972
736	3.682890951
737	3.682528141
738	3.682378386
739	3.682142225
740	3.681919297
741	3.681635005
742	3.681323093
743	3.680875135
744	3.680647074
745	3.680361277
746	3.679854157
747	3.67962653
748	3.679440842
749	3.679293484
750	3.679060132
751	3.678860693
752	3.678532467
753	3.67821336
754	3.678022858
755	3.677781359
756	3.677494948
757	3.677044398
758	3.676700721
759	3.67650937
760	3.676310448
761	3.676148104
762	3.675635544
763	3.675395053
764	3.675159472
765	3.674801598
766	3.674486473
767	3.674018726
768	3.673617834
769	3.673299162
770	3.672922088
771	3.67270092
772	3.672507228
773	3.672149476
774	3.671926152
775	3.671610977
776	3.671481709
777	3.671218896
778	3.670866389
779	3.670513924
780	3.670128179
781	3.669788159
782	3.669401426
783	3.669291252
784	3.669002811
785	3.66873118
786	3.668504512
787	3.668171281
788	3.668020677
789	3.667530955
790	3.667405391
791	3.666820872
792	3.666639562
793	3.666346113
794	3.666081688
795	3.665825455
796	3.665617806
797	3.665430662
798	3.664902522
799	3.664629529
800	3.664372435
801	3.664052564
802	3.663871607
803	3.663733056
804	3.663439006
805	3.663291555
806	3.662956835
807	3.662725562
808	3.662385626
809	3.662106573
810	3.661904388
811	3.66154909
812	3.661268823
813	3.660721419
814	3.660510758
815	3.660259553
816	3.65999121
817	3.659850082
818	3.659503852
819	3.659181532
820	3.658767302
821	3.658585289
822	3.658061873
823	3.657699325
824	3.657452806
825	3.657145473
826	3.6570435
827	3.65684307
828	3.656723496
829	3.656495444
830	3.656141301
831	3.655904783
832	3.655466644
833	3.655194226
834	3.654741688
835	3.654440547
836	3.654207964
837	3.653901585
838	3.653580447
839	3.653080087
840	3.652891253
841	3.652642939
842	3.652394091
843	3.652013801
844	3.651704741
845	3.651507656
846	3.651289982
847	3.650992172
848	3.650744265
849	3.650416427
850	3.650238456
851	3.650081588
852	3.649861808
853	3.64944201
854	3.649219515
855	3.649072764
856	3.648964016
857	3.648811465
858	3.648456148
859	3.648255027
860	3.648083563
861	3.647908143
862	3.647269797
863	3.646878462
864	3.646650067
865	3.646485499
866	3.646137936
867	3.645845078
868	3.645554979
869	3.645405749
870	3.645140793
871	3.644926764
872	3.644638625
873	3.644448904
874	3.644264816
875	3.643932011
876	3.64368342
877	3.643545148
878	3.643169497
879	3.642959262
880	3.642728534
881	3.642283681
882	3.642014615
883	3.641811761
884	3.641664848
885	3.641447578
886	3.641156426
887	3.64097365
888	3.640777885
889	3.640499749
890	3.640304191
891	3.64004205
892	3.639758172
893	3.639537608
894	3.639174662
895	3.639022352
896	3.638664068
897	3.638538453
898	3.638395214
899	3.638098099
900	3.637709147
901	3.637320544
902	3.636984796
903	3.636626732
904	3.636510828
905	3.636225543
906	3.636003337
907	3.635823711
908	3.635521701
909	3.635234609
910	3.634927928
911	3.63474197
912	3.634646273
913	3.63431824
914	3.633980037
915	3.633747446
916	3.633434604
917	3.633176675
918	3.632978437
919	3.632712934
920	3.632366343
921	3.632148627
922	3.631862703
923	3.631688701
924	3.631516423
925	3.631370875
926	3.631124977
927	3.630732043
928	3.630462901
929	3.63009736
930	3.629875305
931	3.629640377
932	3.629483747
933	3.629164331
934	3.628756914
935	3.628602562
936	3.628439709
937	3.628201213
938	3.627892342
939	3.62760797
940	3.627220266
941	3.626908008
942	3.626652288
943	3.62647656
944	3.626232663
945	3.625763729
946	3.625597943
947	3.625402824
948	3.625213571
949	3.624884089
950	3.624697821
951	3.624407183
952	3.624223354
953	3.623933938
954	3.623795628
955	3.623629828
956	3.623473127
957	3.623207306
958	3.622916452
959	3.622793526
960	3.622625783
961	3.622240464
962	3.621981421
963	3.621699054
964	3.621304227
965	3.621148013
966	3.620892265
967	3.620675675
968	3.620406954
969	3.620095627
970	3.619932034
971	3.619747769
972	3.619280244
973	3.619103433
974	3.618770058
975	3.61854372
976	3.618298413
977	3.61805648
978	3.61765053
979	3.617322518
980	3.617228682
981	3.616953285
982	3.616542024
983	3.616456637
984	3.616254485
985	3.615936724
986	3.615813558
987	3.615564216
988	3.615172571
989	3.615039042
990	3.614821348
991	3.614493891
992	3.614241325
993	3.613906238
994	3.613532508
995	3.613338753
996	3.61313258
997	3.612969976
998	3.612678149
999	3.612556645
